iter	Logloss
182	0.5510747676
183	0.5509252019
184	0.5507551526
185	0.5505967502
186	0.550449845
187	0.5502868798
188	0.5501027939
189	0.5499430653
190	0.5498202571
191	0.549681018
192	0.5495425939
193	0.5494173171
194	0.5492632317
195	0.5491265866
196	0.5490166494
197	0.5488883107
198	0.5487566052
199	0.5486288505
200	0.5484963612
201	0.5483980825
202	0.5482576206
203	0.5481367679
204	0.5479866721
205	0.5478581447
206	0.5476792825
207	0.5475495674
208	0.5474160364
209	0.5473120141
210	0.5472040872
211	0.5470539976
212	0.5469099909
213	0.5467959598
214	0.5466464412
215	0.5465355665
216	0.5464182736
217	0.5462720528
218	0.5461572168
219	0.5460451304
220	0.5459195955
221	0.5457927108
222	0.5456779129
223	0.5455706987
224	0.5454429756
225	0.5453159812
226	0.5452150704
227	0.5450833195
228	0.5449917079
229	0.5448957493
230	0.5447573078
231	0.544627566
232	0.5445188966
233	0.5444028706
234	0.544286505
235	0.5442000024
236	0.5441061508
237	0.5440506567
238	0.543928019
239	0.5438395181
240	0.543700081
241	0.54360806
242	0.5434843342
243	0.5433836988
244	0.5432820916
245	0.5431777483
246	0.5430632079
247	0.5429547778
248	0.5428373003
249	0.5427468774
250	0.5426483465
251	0.542560903
252	0.5424673726
253	0.5423624449
254	0.5422485982
255	0.5421568733
256	0.5420461633
257	0.5419257981
258	0.5418141523
259	0.5417093873
260	0.541608647
261	0.5415208615
262	0.5414630233
263	0.5413924597
264	0.5413135829
265	0.5412286612
266	0.5411262805
267	0.5410344998
268	0.5409361202
269	0.5408610107
270	0.5407792288
271	0.5406945494
272	0.540617326
273	0.5405271086
274	0.5404669434
275	0.5403905369
276	0.5403084854
277	0.540218523
278	0.5401256364
279	0.5400220232
280	0.5399437104
281	0.539890006
282	0.5397987055
283	0.5397256346
284	0.5396480775
285	0.5395789916
286	0.5395042637
287	0.5394061924
288	0.539321121
289	0.5392647981
290	0.5391914911
291	0.5391319772
292	0.5390601198
293	0.5389873305
294	0.5389027946
295	0.5388140305
296	0.5387663155
297	0.5386830977
298	0.5386133869
299	0.5385216555
300	0.538463349
301	0.5383922454
302	0.5383197784
303	0.5382707122
304	0.5382149347
305	0.5381550061
306	0.5380832974
307	0.5380196451
308	0.5379247432
309	0.5378508727
310	0.5377841856
311	0.5377124612
312	0.5376513334
313	0.537595308
314	0.5375495299
315	0.537483753
316	0.5374124412
317	0.5373400468
318	0.5372895197
319	0.5372434379
320	0.5371666283
321	0.5370949672
322	0.5370381475
323	0.5369782896
324	0.5369129258
325	0.5368735879
326	0.5367925962
327	0.5367115218
328	0.5366471688
329	0.5365715155
330	0.5365201635
331	0.5364603992
332	0.5364091688
333	0.5363321433
334	0.5362946839
335	0.5362377099
336	0.5361913489
337	0.5361241783
338	0.5360807833
339	0.5360213728
340	0.5359717815
341	0.5359197951
342	0.5358557172
343	0.5358068081
344	0.5357435637
345	0.5356887543
346	0.5356307742
347	0.5355786272
348	0.5355272128
349	0.5354779765
350	0.5354172157
351	0.5353704786
352	0.5353154207
353	0.5352464618
354	0.5351966415
355	0.5351284485
356	0.5350888111
357	0.5350231799
358	0.5349804719
359	0.5349219376
360	0.5348503824
361	0.5347875993
362	0.5347387832
363	0.5346762413
364	0.534619043
365	0.5345578069
366	0.5344968901
367	0.5344439477
368	0.5343871081
369	0.5343179608
370	0.5342750422
371	0.5342206097
372	0.5341768328
373	0.5341342292
374	0.5340921296
375	0.534052608
376	0.5340172614
377	0.5339748058
378	0.5339269018
379	0.5338679774
380	0.533808203
381	0.5337564663
382	0.5337130993
383	0.5336687599
384	0.5336149358
385	0.5335790162
386	0.5335289131
387	0.5334851513
388	0.5334364239
389	0.5333782007
390	0.5333362499
391	0.533290361
392	0.5332494856
393	0.5332067325
394	0.5331658272
395	0.5331015296
396	0.5330574987
397	0.5330182066
398	0.5329569895
399	0.5329073104
400	0.5328677785
401	0.5328210523
402	0.5327757369
403	0.5327277274
404	0.5326712929
405	0.5326091532
406	0.5325609157
407	0.5325201647
408	0.5324644108
409	0.5324198854
410	0.5323622975
411	0.5323197096
412	0.5322768678
413	0.5322074992
414	0.5321543225
415	0.5321130822
416	0.5320791641
417	0.532040891
418	0.5319847369
419	0.5319596177
420	0.5319031898
421	0.5318687842
422	0.5318348455
423	0.5317972971
424	0.5317623699
425	0.5317117611
426	0.5316776959
427	0.5316279605
428	0.5315961411
429	0.5315518446
430	0.531518823
431	0.5314779977
432	0.5314336695
433	0.5313906323
434	0.5313555678
435	0.5313202354
436	0.5312714223
437	0.5312255201
438	0.5311843127
439	0.5311372156
440	0.5311127225
441	0.5310812439
442	0.5310482697
443	0.5310160636
444	0.5309814892
445	0.5309466578
446	0.530896777
447	0.5308670622
448	0.5308206929
449	0.5307874137
450	0.5307609531
451	0.5307164428
452	0.5306935167
453	0.5306377328
454	0.5305977352
455	0.5305537049
456	0.5304943934
457	0.5304587933
458	0.5304273249
459	0.5303805313
460	0.5303467389
461	0.5302987639
462	0.5302608749
463	0.5302324321
464	0.5301975652
465	0.5301638861
466	0.5301318976
467	0.5300924591
468	0.5300556266
469	0.5300191812
470	0.5299856425
471	0.5299527476
472	0.5299177448
473	0.529881207
474	0.5298421975
475	0.5298218624
476	0.5297786015
477	0.5297426772
478	0.5297004927
479	0.5296557041
480	0.5296296957
481	0.529590205
482	0.5295531972
483	0.5295234712
484	0.529498348
485	0.5294659435
486	0.5294345985
487	0.529403835
488	0.5293593593
489	0.5293092639
490	0.5292814832
491	0.5292492357
492	0.5292001459
493	0.5291827573
494	0.5291514539
495	0.5291191567
496	0.5290960895
497	0.5290543262
498	0.5290199769
499	0.5289788483
500	0.5289478522
501	0.5289066871
502	0.5288780217
503	0.5288431527
504	0.5288011652
505	0.528763686
506	0.5287361678
507	0.5286893052
508	0.528653951
509	0.5286206257
510	0.5285892381
511	0.5285597152
512	0.5285358056
513	0.5285139231
514	0.5284820892
515	0.5284646146
516	0.5284333711
517	0.5284049124
518	0.5283815731
519	0.5283408524
520	0.5283071485
521	0.5282607259
522	0.5282322231
523	0.5282034842
524	0.5281543075
525	0.5281227576
526	0.5280953071
527	0.5280697386
528	0.5280385672
529	0.5280045625
530	0.5279568116
531	0.5279308384
532	0.5279005385
533	0.5278654904
534	0.5278312858
535	0.5278102495
536	0.527770397
537	0.5277495496
538	0.5277134646
539	0.5276811715
540	0.5276593316
541	0.5276398952
542	0.5276107205
543	0.5275870991
544	0.5275621522
545	0.5275396344
546	0.527517815
547	0.5274830529
548	0.5274530909
549	0.5274251191
550	0.5273895185
551	0.527355768
552	0.5273138489
553	0.5272829049
554	0.527256985
555	0.527236102
556	0.5272021114
557	0.5271756004
558	0.5271416207
559	0.5271219951
560	0.527097017
561	0.5270748424
562	0.5270419924
563	0.5270239368
564	0.5269936064
565	0.5269696742
566	0.5269467261
567	0.5269303263
568	0.52690179
569	0.5268728554
570	0.526850521
571	0.5268273472
572	0.5268026611
573	0.5267802742
574	0.526754717
575	0.5267328868
576	0.5267088613
577	0.5266821296
578	0.5266554217
579	0.526630108
580	0.5266046964
581	0.5265698839
582	0.5265465807
583	0.5265203121
584	0.5264947727
585	0.5264738763
586	0.5264405541
587	0.5264067191
588	0.5263838439
589	0.5263462668
590	0.5263183904
591	0.5262921818
592	0.5262597725
593	0.5262321231
594	0.5262075522
595	0.5261818038
596	0.5261541341
597	0.5261315074
598	0.5260991913
599	0.5260782433
600	0.5260586305
601	0.5260378221
602	0.5260173131
603	0.5260009317
604	0.5259744051
605	0.5259446444
606	0.5259262804
607	0.5259029819
608	0.5258827842
609	0.5258446136
610	0.5258257901
611	0.5258037804
612	0.5257783626
613	0.5257562248
614	0.5257324371
615	0.5257081157
616	0.52567557
617	0.5256550751
618	0.5256326224
619	0.525616479
620	0.5256003695
621	0.5255658938
622	0.5255464219
623	0.5255249341
624	0.5255031946
625	0.5254811908
626	0.525449713
627	0.525424226
628	0.5254030052
629	0.525374337
630	0.5253527037
631	0.5253193305
632	0.5252889359
633	0.5252676905
634	0.5252395122
635	0.5252141175
636	0.5251847538
637	0.525157513
638	0.5251312786
639	0.5251031529
640	0.5250796085
641	0.5250609526
642	0.5250388627
643	0.5250266953
644	0.5250071456
645	0.524981378
646	0.5249579278
647	0.5249363622
648	0.5248971198
649	0.5248662432
650	0.5248436678
651	0.5248153695
652	0.5247960032
653	0.5247759875
654	0.5247565036
655	0.5247396744
656	0.524709121
657	0.5246781727
658	0.5246582104
659	0.5246343257
660	0.524606594
661	0.5245725354
662	0.5245629364
663	0.5245337571
664	0.5245144534
665	0.524494437
666	0.5244778516
667	0.5244536488
668	0.5244313603
669	0.5244124044
670	0.5243850422
671	0.5243639323
672	0.5243484423
673	0.5243268077
674	0.5243048344
675	0.5242747967
676	0.5242545499
677	0.5242258989
678	0.5242058764
679	0.5241832037
680	0.524155024
681	0.524128595
682	0.524105331
683	0.5240863537
684	0.5240504761
685	0.5240313014
686	0.5240124733
687	0.5239789882
688	0.5239619503
689	0.5239354962
690	0.5239159278
691	0.5238918585
692	0.5238760512
693	0.5238482953
694	0.5238287443
695	0.5238061353
696	0.5237777813
697	0.523760045
698	0.5237437613
699	0.523713818
700	0.5236830544
701	0.5236557038
702	0.5236265724
703	0.5236055857
704	0.5235820636
705	0.5235450218
706	0.5235296762
707	0.5235071965
708	0.5234775903
709	0.523463831
710	0.5234348014
711	0.5234141338
712	0.5233959719
713	0.5233692245
714	0.5233442614
715	0.5233240656
716	0.5233142371
717	0.5232891547
718	0.5232717073
719	0.5232494996
720	0.5232336939
721	0.5232161131
722	0.523199207
723	0.523179854
724	0.5231585594
725	0.5231261915
726	0.5231032877
727	0.5230916163
728	0.5230639841
729	0.5230455307
730	0.5230262438
731	0.5229922746
732	0.5229697374
733	0.5229541037
734	0.5229305711
735	0.5229174165
736	0.5228983258
737	0.5228844962
738	0.522864117
739	0.522839754
740	0.5228178925
741	0.5227988519
742	0.5227816999
743	0.5227631814
744	0.5227388554
745	0.5227168179
746	0.5226880144
747	0.5226697362
748	0.5226503592
749	0.5226297645
750	0.5226101862
751	0.5225889553
752	0.5225631321
753	0.5225498603
754	0.5225281402
755	0.5225165619
756	0.522493215
757	0.5224712101
758	0.5224483137
759	0.5224200354
760	0.5224037931
761	0.5223761896
762	0.5223492077
763	0.5223282739
764	0.522300182
765	0.5222684253
766	0.5222479965
767	0.5222283794
768	0.5222019538
769	0.522192038
770	0.5221639315
771	0.5221444729
772	0.5221331521
773	0.5221096437
774	0.5220798144
775	0.5220630352
776	0.5220379401
777	0.5220152066
778	0.5220009246
779	0.5219797907
780	0.5219577993
781	0.5219390804
782	0.5219204229
783	0.5218995156
784	0.521875743
785	0.5218494553
786	0.5218308328
787	0.5218163918
788	0.5218039606
789	0.5217919825
790	0.5217722576
791	0.5217583789
792	0.5217418906
793	0.521719565
794	0.5217002945
795	0.5216813105
796	0.5216635514
797	0.52164654
798	0.5216247667
799	0.521605193
800	0.521579269
801	0.5215592585
802	0.5215295135
803	0.52150087
804	0.5214786325
805	0.5214543513
806	0.521439899
807	0.5214155882
808	0.5213943416
809	0.5213795853
810	0.5213639136
811	0.5213530651
812	0.5213318303
813	0.5213077468
814	0.5212902269
815	0.5212688202
816	0.5212563409
817	0.5212294836
818	0.5212078752
819	0.521189358
820	0.5211663946
821	0.521153119
822	0.5211293378
823	0.5211147028
824	0.5210904558
825	0.5210616869
826	0.521046399
827	0.5210295728
828	0.5210145571
829	0.5210010696
830	0.5209865483
831	0.5209616151
832	0.5209394335
833	0.5209163418
834	0.5208994299
835	0.5208796663
836	0.5208480132
837	0.5208312063
838	0.5208011352
839	0.520791433
840	0.5207675659
841	0.520736174
842	0.5207075771
843	0.5206855362
844	0.5206532833
845	0.5206312753
846	0.5206101569
847	0.5205930926
848	0.5205685238
849	0.520543012
850	0.5205240967
851	0.5205024864
852	0.5204817816
853	0.5204627207
854	0.5204464566
855	0.5204297612
856	0.5204019726
857	0.5203870961
858	0.5203736357
859	0.5203542578
860	0.5203303267
861	0.5203070473
862	0.5202895549
863	0.5202696149
864	0.5202569982
865	0.5202408159
866	0.5202177195
867	0.5202029862
868	0.5201835002
869	0.5201628023
870	0.5201453857
871	0.5201290771
872	0.520110812
873	0.5200917492
874	0.5200750552
875	0.5200586177
876	0.5200420154
877	0.5200198999
878	0.5199971048
879	0.5199662289
880	0.5199489915
881	0.5199229767
882	0.5198979444
883	0.519882286
884	0.5198555637
885	0.519837201
886	0.5198214013
887	0.519794788
888	0.5197736359
889	0.5197546301
890	0.5197346831
891	0.5197144809
892	0.5196947339
893	0.5196698332
894	0.5196458718
895	0.5196293581
896	0.5196068139
897	0.5195827899
898	0.5195607666
899	0.5195452055
900	0.5195312589
901	0.5195067495
902	0.5194921147
903	0.5194744404
904	0.5194571355
905	0.5194388255
906	0.5194155287
907	0.5193939433
908	0.5193744976
909	0.5193542782
910	0.5193287396
911	0.5193160309
912	0.5193006085
913	0.5192731536
914	0.5192515467
915	0.5192358449
916	0.5192076684
917	0.5191837536
918	0.5191524773
919	0.5191284729
920	0.5190984298
921	0.5190824625
922	0.5190541809
923	0.5190237953
924	0.5190052281
925	0.5189914291
926	0.5189701186
927	0.5189493805
928	0.5189352313
929	0.5189215799
930	0.5189065952
931	0.51888316
932	0.5188612767
933	0.5188490173
934	0.5188246095
935	0.518804314
936	0.5187862179
937	0.5187541426
938	0.5187329094
939	0.5187133466
940	0.5186996399
941	0.5186822675
942	0.5186591173
943	0.5186434288
944	0.5186143201
945	0.5185956174
946	0.5185676388
947	0.5185448757
948	0.5185226196
949	0.5185019872
950	0.5184873223
951	0.5184652808
952	0.5184436979
953	0.5184247194
954	0.5184080265
955	0.5183826618
956	0.5183550168
957	0.5183299709
958	0.5183206993
959	0.5183088595
960	0.5182798728
961	0.5182570564
962	0.518236951
963	0.5182162731
964	0.5182051577
965	0.5181837352
966	0.5181579662
967	0.5181381316
968	0.5181117745
969	0.5180937727
970	0.5180761978
971	0.5180590556
972	0.5180428297
973	0.5180249252
974	0.5180014206
975	0.5179814056
976	0.5179565716
977	0.5179377987
978	0.5179173929
979	0.5178954202
980	0.5178841507
981	0.517859542
982	0.5178374975
983	0.5178166666
984	0.5177923506
985	0.5177720067
986	0.5177537278
987	0.5177378702
988	0.517724324
989	0.5177009905
990	0.5176787181
991	0.5176612281
992	0.5176395445
993	0.517617732
994	0.5175850642
995	0.5175663742
996	0.5175485434
997	0.5175317845
998	0.5175085457
999	0.5174837398
1000	0.5174566016
1001	0.517427641
1002	0.5173979149
1003	0.5173810796
1004	0.5173620104
1005	0.5173292577
1006	0.517310649
1007	0.5172947004
1008	0.5172832236
1009	0.5172600443
1010	0.517240077
1011	0.5172141027
1012	0.5171972127
1013	0.5171847104
1014	0.5171633562
1015	0.5171402581
1016	0.5171275644
1017	0.5171141459
1018	0.5170831358
1019	0.5170580359
1020	0.5170323536
1021	0.5170076726
1022	0.5169852654
1023	0.5169680415
1024	0.5169522554
1025	0.5169424777
1026	0.5169251812
1027	0.5169144241
1028	0.516886993
1029	0.5168763404
1030	0.516846849
1031	0.5168288939
1032	0.5168133078
1033	0.5167955421
1034	0.5167725255
1035	0.5167463822
1036	0.5167343968
1037	0.5167069252
1038	0.5166904275
1039	0.516664276
1040	0.5166453809
1041	0.5166338248
1042	0.5166163276
1043	0.5165981313
1044	0.516579674
1045	0.5165574906
1046	0.5165308582
1047	0.516510764
1048	0.5164868453
1049	0.5164656392
1050	0.5164492893
1051	0.5164362005
1052	0.5164175454
1053	0.5164028376
1054	0.516380183
1055	0.5163609038
1056	0.5163412009
1057	0.5163141878
1058	0.5162928528
1059	0.5162718505
1060	0.5162483325
1061	0.5162166497
1062	0.5161954193
1063	0.5161747416
1064	0.5161514465
1065	0.51612773
1066	0.5161062832
1067	0.5160926684
1068	0.5160737982
1069	0.5160438054
1070	0.5160205716
1071	0.5160129448
1072	0.5159918654
1073	0.5159670697
1074	0.5159495858
1075	0.5159300697
1076	0.5159074326
1077	0.5158922418
1078	0.5158847491
1079	0.5158686145
1080	0.5158416606
1081	0.5158210681
1082	0.515792333
1083	0.5157656592
1084	0.515746999
1085	0.5157263746
1086	0.5157036653
1087	0.5156766762
1088	0.5156540297
1089	0.5156418898
1090	0.5156153999
1091	0.5156002339
1092	0.515581295
1093	0.515557349
1094	0.5155284951
1095	0.5155103103
1096	0.5154957501
1097	0.5154828778
1098	0.5154678317
1099	0.5154494449
1100	0.515429994
1101	0.5154045465
1102	0.5153800382
1103	0.5153529657
1104	0.5153322392
1105	0.5153171606
1106	0.5152834408
1107	0.5152637596
1108	0.5152408083
1109	0.5152154106
1110	0.5151917998
1111	0.5151665369
1112	0.5151620893
1113	0.5151448169
1114	0.5151238229
1115	0.5150966838
1116	0.5150712704
1117	0.5150572011
1118	0.5150319727
1119	0.5150079973
1120	0.5149787239
1121	0.5149558725
1122	0.5149433607
1123	0.5149303901
1124	0.5148998876
1125	0.5148749761
1126	0.5148500835
1127	0.5148233808
1128	0.5147996431
1129	0.5147814855
1130	0.5147680295
1131	0.5147539639
1132	0.5147350438
1133	0.5147171989
1134	0.5146934141
1135	0.51467442
1136	0.514652106
1137	0.5146335974
1138	0.5146154452
1139	0.5146014435
1140	0.514579264
1141	0.5145600215
1142	0.5145397112
1143	0.5145182111
1144	0.5145061535
1145	0.5144796099
1146	0.5144551267
1147	0.5144397731
1148	0.5144258005
1149	0.51441304
1150	0.5143895924
1151	0.5143624453
1152	0.5143384645
1153	0.5143126275
1154	0.5142836399
1155	0.5142628067
1156	0.5142361455
1157	0.5142155967
1158	0.5142064279
1159	0.5141873602
1160	0.5141659804
1161	0.5141397354
1162	0.5141205679
1163	0.5141042215
1164	0.514087012
1165	0.5140608968
1166	0.5140439971
1167	0.5140243039
1168	0.5140177722
1169	0.5139999747
1170	0.5139836157
1171	0.5139621236
1172	0.5139405056
1173	0.5139155824
1174	0.5138980696
1175	0.5138804241
1176	0.5138565369
1177	0.5138359056
1178	0.5138297036
1179	0.5138102302
1180	0.5137904069
1181	0.5137645704
1182	0.5137348881
1183	0.5137133987
1184	0.5137031728
1185	0.5136809937
1186	0.5136587073
1187	0.5136458039
1188	0.5136237226
1189	0.513591987
1190	0.5135631027
1191	0.513540278
1192	0.5135178677
1193	0.5134960235
1194	0.5134701753
1195	0.5134644915
1196	0.5134444198
1197	0.5134281431
1198	0.5134064111
1199	0.5133836549
1200	0.5133573069
1201	0.5133389372
1202	0.5133168785
1203	0.5132993605
1204	0.5132770237
1205	0.5132613142
1206	0.5132500301
1207	0.5132218136
1208	0.5131980766
1209	0.5131857525
1210	0.5131582679
1211	0.5131343541
1212	0.5131076686
1213	0.5130900729
1214	0.5130651851
1215	0.5130447042
1216	0.5130152106
1217	0.5129983371
1218	0.5129800625
1219	0.5129635733
1220	0.5129441428
1221	0.5129202441
1222	0.5128998529
1223	0.512880708
1224	0.5128665394
1225	0.5128470395
1226	0.5128410084
1227	0.5128284633
1228	0.5128159728
1229	0.5127910106
1230	0.5127790155
1231	0.5127590553
1232	0.5127439572
1233	0.5127200052
1234	0.5126925153
1235	0.5126740082
1236	0.5126567304
1237	0.5126320937
1238	0.5126099277
1239	0.5125867192
1240	0.5125663984
1241	0.5125452348
1242	0.5125271559
1243	0.5125023953
1244	0.512484853
1245	0.5124595614
1246	0.5124345666
1247	0.5124031956
1248	0.5123929891
1249	0.5123834531
1250	0.512358577
1251	0.5123305436
1252	0.5123140992
1253	0.5122967476
1254	0.512278068
1255	0.5122581437
1256	0.5122335663
1257	0.5122175695
1258	0.5121907484
1259	0.512174689
1260	0.5121569734
1261	0.5121318302
1262	0.5121116748
1263	0.5120892745
1264	0.5120740776
1265	0.5120540638
1266	0.5120328802
1267	0.5120098937
1268	0.5119933725
1269	0.5119730494
1270	0.5119478336
1271	0.5119314849
1272	0.5119028486
1273	0.511884717
1274	0.5118573473
1275	0.5118426264
1276	0.5118330321
1277	0.5118167509
1278	0.5117926952
1279	0.5117654703
1280	0.5117417108
1281	0.5117184491
1282	0.5116925528
1283	0.5116707399
1284	0.5116508989
1285	0.5116236928
1286	0.5115995154
1287	0.5115878065
1288	0.5115612185
1289	0.5115375974
1290	0.5115189514
1291	0.5114999538
1292	0.5114775564
1293	0.5114569666
1294	0.5114373594
1295	0.5114223658
1296	0.5114017057
1297	0.5113850535
1298	0.5113685477
1299	0.5113556113
1300	0.5113305891
1301	0.5113069971
1302	0.5112891199
1303	0.5112634877
1304	0.5112433871
1305	0.5112204523
1306	0.5112160658
1307	0.511194467
1308	0.5111783229
1309	0.5111574536
1310	0.5111338525
1311	0.5111147771
1312	0.5111068281
1313	0.5110973776
1314	0.5110900322
1315	0.5110650792
1316	0.5110546296
1317	0.5110299077
1318	0.5110081925
1319	0.5109908781
1320	0.5109748766
1321	0.5109571015
1322	0.5109372955
1323	0.5109204342
1324	0.5108945585
1325	0.5108774366
1326	0.5108575936
1327	0.5108508499
1328	0.5108343422
1329	0.5108121492
1330	0.5107834715
1331	0.5107596378
1332	0.5107388266
1333	0.5107189132
1334	0.5106962944
1335	0.5106694839
1336	0.5106459811
1337	0.5106185375
1338	0.5106000131
1339	0.5105804
1340	0.5105598889
1341	0.5105377358
1342	0.5105161163
1343	0.5104988447
1344	0.5104808373
1345	0.5104638871
1346	0.5104406408
1347	0.5104205751
1348	0.5103938544
1349	0.5103744677
1350	0.510346157
1351	0.5103234746
1352	0.5103048408
1353	0.5102927378
1354	0.5102685631
1355	0.5102497867
1356	0.5102263682
1357	0.5102076655
1358	0.5101864146
1359	0.510156714
1360	0.5101288997
1361	0.5101242904
1362	0.510108229
1363	0.5100868074
1364	0.510065246
1365	0.5100457461
1366	0.5100323282
1367	0.5100153042
1368	0.5099880265
1369	0.5099675007
1370	0.50995199
1371	0.5099252362
1372	0.5098996356
1373	0.5098755724
1374	0.5098558095
1375	0.5098391128
1376	0.509812685
1377	0.5097958133
1378	0.5097779125
1379	0.5097625647
1380	0.5097433947
1381	0.5097290255
1382	0.509702746
1383	0.5096843004
1384	0.5096723163
1385	0.5096487579
1386	0.5096276089
1387	0.5096101365
1388	0.5095896851
1389	0.5095671644
1390	0.5095486845
1391	0.5095303085
1392	0.5095092629
1393	0.5094835569
1394	0.5094650888
1395	0.5094447598
1396	0.5094277384
1397	0.5094074005
1398	0.5093899147
1399	0.5093721704
1400	0.5093433929
1401	0.5093235434
1402	0.5092980566
1403	0.5092816326
1404	0.5092598247
1405	0.5092357337
1406	0.5092207898
1407	0.509196472
1408	0.5091717925
1409	0.5091569499
1410	0.5091403221
1411	0.5091161714
1412	0.509099404
1413	0.5090824716
1414	0.5090666814
1415	0.5090490487
1416	0.5090321277
1417	0.509000971
1418	0.50898119
1419	0.5089607728
1420	0.5089395805
1421	0.5089216644
1422	0.5089088122
1423	0.5088859535
1424	0.5088715217
1425	0.5088472872
1426	0.5088309127
1427	0.5088048612
1428	0.5087818747
1429	0.5087603267
1430	0.5087400147
1431	0.5087247297
1432	0.5087029206
1433	0.5086748492
1434	0.5086473888
1435	0.5086227262
1436	0.508596523
1437	0.5085747722
1438	0.508556992
1439	0.5085383945
1440	0.5085126555
1441	0.5085030548
1442	0.5084991232
1443	0.508486703
1444	0.5084702809
1445	0.5084530152
1446	0.5084333325
1447	0.5084160183
1448	0.5084008458
1449	0.508385953
1450	0.5083671046
1451	0.5083492719
1452	0.5083248185
1453	0.5083022797
1454	0.5082868989
1455	0.5082697715
1456	0.5082432244
1457	0.5082212406
1458	0.5082024838
1459	0.5081812008
1460	0.5081631297
1461	0.508140446
1462	0.5081231365
1463	0.5081028366
1464	0.5080823968
1465	0.5080647185
1466	0.5080471292
1467	0.5080437283
1468	0.5080224682
1469	0.508001057
1470	0.5079759155
1471	0.5079519978
1472	0.5079312671
1473	0.507911127
1474	0.5079054682
1475	0.5078836866
1476	0.507870729
1477	0.5078471748
1478	0.5078238042
1479	0.5078000839
1480	0.5077874807
1481	0.5077610977
1482	0.5077419371
1483	0.5077258133
1484	0.5077085072
1485	0.5076906382
1486	0.5076832697
1487	0.5076608777
1488	0.5076422957
1489	0.5076268334
1490	0.5076175458
1491	0.5075936965
1492	0.5075752781
1493	0.5075575619
1494	0.5075359987
1495	0.5075125109
1496	0.5074792691
1497	0.5074575362
1498	0.5074398431
1499	0.5074217035
1500	0.5073986593
1501	0.5073829316
1502	0.5073667488
1503	0.5073436765
1504	0.5073220549
1505	0.5073079886
1506	0.5072889128
1507	0.507270096
1508	0.5072516645
1509	0.5072353468
1510	0.5072168289
1511	0.5072027789
1512	0.5071833431
1513	0.5071674557
