iter	Logloss
1514	0.5071459981
1515	0.5071234775
1516	0.5070993016
1517	0.5070806079
1518	0.5070586733
1519	0.5070427525
1520	0.5070163364
1521	0.5069952101
1522	0.5069826873
1523	0.5069597603
1524	0.5069354847
1525	0.5069217368
1526	0.506904105
1527	0.5068900017
1528	0.5068751389
1529	0.5068542757
1530	0.5068355985
1531	0.5068174538
1532	0.5068012261
1533	0.5067807112
1534	0.5067644733
1535	0.5067508795
1536	0.5067351076
1537	0.5067132732
1538	0.5066897079
1539	0.5066652122
1540	0.5066494958
1541	0.5066326906
1542	0.5066102679
1543	0.5065941926
1544	0.5065684264
1545	0.5065509394
1546	0.5065286822
1547	0.5065158523
1548	0.5065126733
1549	0.5064912429
1550	0.5064740789
1551	0.5064530077
1552	0.5064316618
1553	0.5064121871
1554	0.5063914972
1555	0.5063757052
1556	0.5063722366
1557	0.506349821
1558	0.5063361325
1559	0.5063103177
1560	0.5062899475
1561	0.5062702378
1562	0.5062458219
1563	0.5062245577
1564	0.5061997475
1565	0.5061785614
1566	0.5061568839
1567	0.5061400245
1568	0.5061247635
1569	0.5061091832
1570	0.5060934842
1571	0.5060789728
1572	0.5060579424
1573	0.506041557
1574	0.5060184014
1575	0.505993313
1576	0.505977691
1577	0.5059659295
1578	0.5059457883
1579	0.5059233126
1580	0.5059116869
1581	0.5058965341
1582	0.5058788418
1583	0.5058603151
1584	0.5058370835
1585	0.5058218063
1586	0.5058012389
1587	0.505788655
1588	0.5057756364
1589	0.5057547789
1590	0.5057335541
1591	0.5057130344
1592	0.5056974469
1593	0.5056771305
1594	0.5056565735
1595	0.505642496
1596	0.5056300901
1597	0.5056090091
1598	0.5055839147
1599	0.5055671636
1600	0.5055481481
1601	0.5055276352
1602	0.5055157564
1603	0.5054990739
1604	0.5054792242
1605	0.505457497
1606	0.5054384599
1607	0.505417997
1608	0.5054052378
1609	0.5053858405
1610	0.5053712921
1611	0.5053620619
1612	0.5053395655
1613	0.5053300813
1614	0.5053255585
1615	0.5053153422
1616	0.5052994939
1617	0.5052821344
1618	0.5052625462
1619	0.5052448993
1620	0.505229013
1621	0.5052125006
1622	0.5051916775
1623	0.5051674881
1624	0.5051456485
1625	0.5051293047
1626	0.5051077499
1627	0.5050873604
1628	0.5050714813
1629	0.5050524272
1630	0.5050405609
1631	0.505016211
1632	0.5049990626
1633	0.5049856757
1634	0.5049690897
1635	0.5049545732
1636	0.5049366086
1637	0.5049249479
1638	0.5049107305
1639	0.5049057136
1640	0.5048848059
1641	0.5048671707
1642	0.5048533347
1643	0.504835143
1644	0.5048184019
1645	0.5047979585
1646	0.5047836147
1647	0.5047670217
1648	0.5047509294
1649	0.5047373728
1650	0.5047341743
1651	0.504717212
1652	0.5046961661
1653	0.5046690322
1654	0.5046552663
1655	0.5046382284
1656	0.5046222696
1657	0.5045980745
1658	0.5045843211
1659	0.5045642998
1660	0.5045405079
1661	0.5045171471
1662	0.504501243
1663	0.5044980943
1664	0.5044827028
1665	0.5044562512
1666	0.5044352437
1667	0.5044186323
1668	0.5044040782
1669	0.5043848417
1670	0.5043706104
1671	0.5043519055
1672	0.5043398681
1673	0.5043364616
1674	0.5043231555
1675	0.5043017369
1676	0.504284731
1677	0.5042651044
1678	0.5042465475
1679	0.5042272891
1680	0.5042072613
1681	0.5041922731
1682	0.504173716
1683	0.5041542823
1684	0.504131763
1685	0.5041090553
1686	0.5040939046
1687	0.5040738778
1688	0.5040544465
1689	0.5040330436
1690	0.5040256664
1691	0.5040104864
1692	0.5039894068
1693	0.5039858539
1694	0.5039746299
1695	0.5039694732
1696	0.5039577726
1697	0.503937082
1698	0.5039180878
1699	0.5039028002
1700	0.5038817539
1701	0.5038678196
1702	0.5038493266
1703	0.5038301918
1704	0.5038092866
1705	0.503796605
1706	0.5037777972
1707	0.5037617962
1708	0.503747904
1709	0.5037307683
1710	0.5037086182
1711	0.5037022216
1712	0.5036845768
1713	0.503666344
1714	0.5036627563
1715	0.5036456158
1716	0.5036239502
1717	0.5036035105
1718	0.5035897782
1719	0.5035775334
1720	0.5035589328
1721	0.5035415446
1722	0.5035204988
1723	0.5035050308
1724	0.5034984775
1725	0.5034784179
1726	0.5034654968
1727	0.5034502879
1728	0.503433772
1729	0.5034193896
1730	0.5034060947
1731	0.503389649
1732	0.5033737293
1733	0.5033521334
1734	0.5033318017
1735	0.5033118932
1736	0.5032919302
1737	0.5032778557
1738	0.5032525234
1739	0.5032493674
1740	0.5032330971
1741	0.5032158562
1742	0.503196172
1743	0.5031812154
1744	0.5031631597
1745	0.5031462331
1746	0.5031303569
1747	0.503114309
1748	0.5030988004
1749	0.5030810567
1750	0.5030775292
1751	0.5030629021
1752	0.5030428407
1753	0.5030257184
1754	0.5030082062
1755	0.5030007369
1756	0.5029817868
1757	0.5029688194
1758	0.5029502241
1759	0.5029303477
1760	0.5029108513
1761	0.50289503
1762	0.5028767435
1763	0.5028585039
1764	0.5028404868
1765	0.5028176609
1766	0.5028031148
1767	0.5027840885
1768	0.502772894
1769	0.5027573187
1770	0.5027398612
1771	0.5027212167
1772	0.502705555
1773	0.5026883623
1774	0.5026690813
1775	0.5026492619
1776	0.5026365869
1777	0.5026175797
1778	0.5026051188
1779	0.502586347
1780	0.5025666173
1781	0.5025585683
1782	0.5025409176
1783	0.5025248033
1784	0.5025055561
1785	0.5024922241
1786	0.5024682541
1787	0.5024497618
1788	0.502431516
1789	0.5024117198
1790	0.5023899727
1791	0.5023694768
1792	0.5023486334
1793	0.5023312703
1794	0.5023151478
1795	0.5022972456
1796	0.5022834336
1797	0.5022646783
1798	0.5022527829
1799	0.5022495118
1800	0.5022471035
1801	0.5022334598
1802	0.502230652
1803	0.5022108513
1804	0.502193067
1805	0.5021844347
1806	0.5021612024
1807	0.5021508918
1808	0.5021381911
1809	0.5021170092
1810	0.5021027635
1811	0.5020861749
1812	0.5020748553
1813	0.5020565138
1814	0.5020357164
1815	0.5020186232
1816	0.5020049921
1817	0.5020016388
1818	0.5019799047
1819	0.5019688212
1820	0.5019596818
1821	0.5019460547
1822	0.5019343641
1823	0.5019169079
1824	0.5018993341
1825	0.5018838436
1826	0.5018748447
1827	0.5018491404
1828	0.5018354878
1829	0.5018222487
1830	0.5018033074
1831	0.5017836961
1832	0.501768429
1833	0.5017487026
1834	0.5017318283
1835	0.5017122786
1836	0.5016876589
1837	0.5016643514
1838	0.5016416468
1839	0.5016232124
1840	0.5016034322
1841	0.5015900555
1842	0.5015718797
1843	0.5015640798
1844	0.5015464608
1845	0.5015307523
1846	0.5015144355
1847	0.5014920068
1848	0.5014887003
1849	0.5014747558
1850	0.5014574204
1851	0.5014394453
1852	0.5014228628
1853	0.5014041451
1854	0.5013948208
1855	0.5013770065
1856	0.5013667056
1857	0.5013561381
1858	0.5013533167
1859	0.5013345034
1860	0.501315838
1861	0.5013002734
1862	0.5012844751
1863	0.5012678638
1864	0.5012515187
1865	0.501234736
1866	0.5012156538
1867	0.5011956756
1868	0.5011771059
1869	0.501158392
1870	0.5011406171
1871	0.5011264316
1872	0.5011064083
1873	0.5011037927
1874	0.5010861168
1875	0.5010688188
1876	0.5010518557
1877	0.5010424731
1878	0.5010212799
1879	0.5010013492
1880	0.5009937768
1881	0.5009799616
1882	0.5009624842
1883	0.5009472841
1884	0.5009353837
1885	0.5009189329
1886	0.500895546
1887	0.5008928662
1888	0.5008738984
1889	0.5008486567
1890	0.50083769
1891	0.5008274814
1892	0.5008090682
1893	0.5007912534
1894	0.5007730714
1895	0.5007506854
1896	0.5007372004
1897	0.5007138895
1898	0.5007014032
1899	0.5006985872
1900	0.500680868
1901	0.5006691651
1902	0.5006671188
1903	0.5006648102
1904	0.500647474
1905	0.5006355071
1906	0.5006265093
1907	0.500611434
1908	0.5005928811
1909	0.5005799168
1910	0.5005645404
1911	0.5005521569
1912	0.5005411586
1913	0.5005320503
1914	0.5005210377
1915	0.5005017931
1916	0.5004923561
1917	0.500476334
1918	0.5004694737
1919	0.500454719
1920	0.5004319375
1921	0.5004173678
1922	0.5003988992
1923	0.5003833304
1924	0.5003799733
1925	0.5003584587
1926	0.5003412143
1927	0.5003317873
1928	0.5003233223
1929	0.5003048026
1930	0.5003024763
1931	0.5002883981
1932	0.5002687226
1933	0.5002593263
1934	0.5002379034
1935	0.5002188897
1936	0.5002007222
1937	0.5001985277
1938	0.50018008
1939	0.500166216
1940	0.5001450501
1941	0.5001292287
1942	0.5001161521
1943	0.5001062229
1944	0.5000860756
1945	0.5000674929
1946	0.5000517644
1947	0.5000377307
1948	0.5000223337
1949	0.5000084094
1950	0.4999950073
1951	0.4999761574
1952	0.4999664951
1953	0.4999479376
1954	0.4999341073
1955	0.4999207496
1956	0.4999053792
1957	0.4998947124
1958	0.4998737429
1959	0.4998574093
1960	0.4998548867
1961	0.4998385503
1962	0.4998164487
1963	0.4998054914
1964	0.4997873428
1965	0.4997851522
1966	0.4997642505
1967	0.4997601209
1968	0.499740516
1969	0.4997212321
1970	0.4997017441
1971	0.4996910085
1972	0.4996777844
1973	0.4996584589
1974	0.4996466219
1975	0.4996364263
1976	0.4996264755
1977	0.4996072296
1978	0.4995885626
1979	0.4995727504
1980	0.4995709789
1981	0.4995495172
1982	0.4995336561
1983	0.499511744
1984	0.4994895918
1985	0.4994750983
1986	0.4994611421
1987	0.499439961
1988	0.499422548
1989	0.4994082231
1990	0.4993925576
1991	0.4993733498
1992	0.4993612772
1993	0.4993454965
1994	0.4993430985
1995	0.4993213771
1996	0.4993037788
1997	0.4993012845
1998	0.4992824397
1999	0.4992685752
